protocol,chain,pool_name,apy,apy_base,apy_reward,tvl_usd,usdc_liquidity,risk_score,category,min_deposit,oracle_confidence,last_updated,risk_adjusted_apy,tvl_millions,liquidity_millions,risk_category
abracadabra-spell,arbitrum,WBTC.B-USDC,4.94062,4.94062,0.0,3528689.0,1764344.5,0.985885244,lp_pool,1.0,0.9,2025-09-27 11:56:28.804379,2.487867823645504,3.528689,1.7643445,High
curve-dex,ethereum,USDC-WBTC-WETH,4.7443,1.77,2.9743,18964263.0,9482131.5,0.924142948,stable_lp,1.0,0.9,2025-09-27 11:56:28.803492,2.465669198294928,18.964263,9.4821315,High
euler-v2,ethereum,USDC,4.89691,4.89691,0.0,2334600.0,2217870.0,0.9906615999999999,other,1.0,0.9,2025-09-27 11:56:28.804663,2.459940956313218,2.3346,2.21787,High
aave-v3,arbitrum,USDC,4.36193,4.36193,0.0,53286637.0,50622305.15,0.786853452,lending,1.0,0.9,2025-09-27 11:56:28.803244,2.441123526452465,53.286637,50.622305149999995,High
aave-v3,ethereum,USDC,3.87345,3.87345,0.0,1265423872.0,1202152678.3999999,0.6,lending,1.0,0.9,2025-09-27 11:56:28.802995,2.42090625,1265.423872,1202.1526783999998,High
morpho-blue,ethereum,SPARKUSDCBC,4.73726,4.26219,0.47507,10020258.0,3306685.14,0.959918968,other,1.0,0.9,2025-09-27 11:56:28.803743,2.4170693163065504,10.020258,3.30668514,High
gmx-v2-perps,arbitrum,UNI-USDC,4.79598,4.79598,0.0,1112949.0,556474.5,0.995548204,lp_pool,1.0,0.9,2025-09-27 11:56:28.805265,2.4033395887839952,1.112949,0.5564745,High
curve-dex,ethereum,USDC-USDT,4.74563,0.53,4.21563,3856821.0,1928410.5,0.984572716,stable_lp,1.0,0.9,2025-09-27 11:56:28.804332,2.391260326084217,3.856821,1.9284105,High
balancer-v3,ethereum,AAVEGHO-USDT-USDC,4.46997,3.36127,1.10871,22575994.0,11287997.0,0.909696024,lp_pool,1.0,0.9,2025-09-27 11:56:28.803429,2.340670946487764,22.575994,11.287997,High
uniswap-v3,ethereum,USDC-USDT,4.43763,4.43763,0.0,20779178.0,10389589.0,0.916883288,lp_pool,1.0,0.9,2025-09-27 11:56:28.803448,2.315023573829603,20.779178,10.389589,High
gmx-v2-perps,arbitrum,WBTC.B-USDC,4.61188,4.61188,0.0,1205913.0,602956.5,0.995176348,lp_pool,1.0,0.9,2025-09-27 11:56:28.805192,2.3115149719086387,1.205913,0.6029565,High
across,ethereum,USDC,4.57391,2.10906,2.46485,5081121.0,4827064.95,0.979675516,other,1.0,0.9,2025-09-27 11:56:28.804154,2.310434191377856,5.081121,4.8270649500000005,High
morpho-blue,ethereum,GTMSUSDC,4.54212,4.54212,0.0,5938571.0,1959728.4300000002,0.976245716,other,1.0,0.9,2025-09-27 11:56:28.804045,2.298357923423324,5.938571,1.9597284300000002,High
fluid-dex,arbitrum,SUSDAI-USDC,4.45108,4.45108,0.0,2306417.0,1153208.5,0.990774332,lp_pool,1.0,0.9,2025-09-27 11:56:28.804683,2.2358536216047615,2.306417,1.1532085,High
morpho-blue,ethereum,SAFE-STEAKUSDC,4.37277,4.28342,0.08935,3161001.0,1580500.5,0.987355996,lp_pool,1.0,0.9,2025-09-27 11:56:28.804453,2.200295271104513,3.161001,1.5805005,High
merkl,arbitrum,GTUSDCC-USDC,4.03719,0.0,4.03719,39842566.0,19921283.0,0.840629736,lp_pool,1.0,0.9,2025-09-27 11:56:28.803316,2.1933743224063615,39.842566,19.921283,High
morpho-blue,ethereum,CSUSDC,4.33566,4.24219,0.09347,5426616.0,1790783.28,0.978293536,other,1.0,0.9,2025-09-27 11:56:28.804102,2.1916161181856078,5.426616,1.79078328,High
gains-network,arbitrum,USDC,4.27414,4.27414,0.0,12226447.0,11615124.65,0.951094212,other,1.0,0.9,2025-09-27 11:56:28.803641,2.19063742473959,12.226447,11.61512465,High
curve-dex,ethereum,USDC-CRVUSD,4.18426,0.98,3.20426,16898433.0,8449216.5,0.932406268,stable_lp,1.0,0.9,2025-09-27 11:56:28.803527,2.1653107161211094,16.898433,8.4492165,High
uniswap-v3,ethereum,XAI-USDC,4.1777,4.1777,0.0,1124799.0,562399.5,0.995500804,lp_pool,1.0,0.9,2025-09-27 11:56:28.805258,2.0935596676412063,1.124799,0.5623995,High
compound-v3,arbitrum,USDC,4.13805,3.18486,0.95319,3643857.0,3461664.15,0.985424572,lending,1.0,0.9,2025-09-27 11:56:28.804361,2.0842141566886982,3.643857,3.46166415,High
merkl,base,UUSDC-USDC,4.13833,0.0,4.13833,1556687.0,778343.5,0.993773252,lp_pool,1.0,0.9,2025-09-27 11:56:28.804995,2.0756272037699097,1.556687,0.7783435,High
beefy,arbitrum,USDC,4.07447,0.0,0.0,1655734.0,1572947.2999999998,0.9933770639999999,other,1.0,0.9,2025-09-27 11:56:28.804938,2.0440036526877585,1.655734,1.5729472999999998,High
merkl,ethereum,USDC-OEVUSDC,3.96237,0.0,3.96237,12750572.0,6375286.0,0.9489977119999999,lp_pool,1.0,0.9,2025-09-27 11:56:28.803621,2.033029580077824,12.750572,6.375286,High
compound-v3,base,USDC,4.01554,2.97399,1.04155,3268605.0,3105174.75,0.9869255800000001,lending,1.0,0.9,2025-09-27 11:56:28.804434,2.020981581001136,3.268605,3.10517475,High
beefy,base,USDC,3.94446,0.0,0.0,1788712.0,1699276.4,0.992845152,other,1.0,0.9,2025-09-27 11:56:28.804887,1.9793108340813024,1.788712,1.6992763999999998,High
curve-dex,ethereum,CUSDO-USDC,3.75,3.75,0.0,22838598.0,11419299.0,0.908645608,stable_lp,1.0,0.9,2025-09-27 11:56:28.803425,1.9647439966235993,22.838598,11.419299,High
merkl,ethereum,USDC-USDC,3.87927,0.0,3.87927,4973098.0,2486549.0,0.980107608,lp_pool,1.0,0.9,2025-09-27 11:56:28.804176,1.959120799459097,4.973098,2.486549,High
compound-v3,ethereum,USDC,3.43388,3.23679,0.1971,53963087.0,51264932.65,0.784147652,lending,1.0,0.9,2025-09-27 11:56:28.803241,1.9246613340273027,53.963087,51.26493265,High
morpho-blue,ethereum,GTEUSDC,3.73552,3.73552,0.0,7862375.0,2594583.75,0.9685505,other,1.0,0.9,2025-09-27 11:56:28.803882,1.8975992741867684,7.862375,2.59458375,High
gmx-v2-perps,arbitrum,WBTC.B-USDC,3.74091,3.74091,0.0,1242277.0,621138.5,0.995030892,lp_pool,1.0,0.9,2025-09-27 11:56:28.805165,1.8751138215457768,1.242277,0.6211385,High
merkl,ethereum,USDC,3.64152,0.0,3.64152,4859709.0,4616723.55,0.980561164,other,1.0,0.9,2025-09-27 11:56:28.804192,1.838630417575935,4.859709,4.61672355,High
merkl,arbitrum,FGHO-FUSDT-FUSDC-USDC,2.99195,0.0,2.99195,89070553.0,44535276.5,0.643717788,lp_pool,1.0,0.9,2025-09-27 11:56:28.803135,1.8202333891150906,89.070553,44.5352765,High
uniswap-v3,ethereum,RLB-USDC,3.62333,3.62333,0.0,1893868.0,946934.0,0.992424528,lp_pool,1.0,0.9,2025-09-27 11:56:28.804840,1.8185531994213637,1.893868,0.946934,High
merkl,ethereum,USDC-VARIABLEDEBTHORRWAUSDC,3.5,0.0,3.5,16032413.0,8016206.5,0.935870348,lp_pool,1.0,0.9,2025-09-27 11:56:28.803546,1.807972317782513,16.032413,8.0162065,High
wasabi,ethereum,USDC,3.57008,3.57008,0.0,2224251.0,2113038.4499999997,0.991102996,other,1.0,0.9,2025-09-27 11:56:28.804715,1.793016236313272,2.224251,2.11303845,High
merkl,arbitrum,HYPERUSDC-USDC,3.31663,0.0,3.31663,29561718.0,14780859.0,0.8817531279999999,lp_pool,1.0,0.9,2025-09-27 11:56:28.803373,1.7625213162393107,29.561718,14.780859,High
uniswap-v3,base,AIXBT-USDC,3.45589,3.45589,0.0,2767594.0,1383797.0,0.9889296240000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.804544,1.7375627364078117,2.767594,1.383797,High
uniswap-v3,ethereum,DAI-USDC,3.01182,3.01182,0.0,57757087.0,28878543.5,0.7689716520000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.803228,1.7025823995510811,57.757087,28.8785435,High
merkl,arbitrum,USDC,3.21312,0.0,3.21312,20734898.0,19698153.099999998,0.917060408,other,1.0,0.9,2025-09-27 11:56:28.803451,1.6760661200823255,20.734898,19.6981531,High
merkl,arbitrum,MCUSDC-USDC,3.05601,0.0,3.05601,40607361.0,20303680.5,0.837570556,lp_pool,1.0,0.9,2025-09-27 11:56:28.803298,1.6630708355777553,40.607361,20.3036805,High
camelot-v3,arbitrum,GRAIL-USDC,3.26882,3.26882,0.0,1166588.0,583294.0,0.995333648,lp_pool,1.0,0.9,2025-09-27 11:56:28.805222,1.6382322842480326,1.166588,0.583294,High
fluid-dex,ethereum,USD0-USDC,3.20819,3.20819,0.0,3085080.0,1542540.0,0.9876596799999999,lp_pool,1.0,0.9,2025-09-27 11:56:28.804465,1.6140539712512558,3.08508,1.54254,High
merkl,arbitrum,CSUSDC-USDC,3.21113,0.0,3.21113,1302293.0,651146.5,0.994790828,lp_pool,1.0,0.9,2025-09-27 11:56:28.805137,1.6097577525055673,1.302293,0.6511465,High
uniswap-v3,ethereum,FRAX-USDC,3.15178,3.15178,0.0,1679478.0,839739.0,0.993282088,lp_pool,1.0,0.9,2025-09-27 11:56:28.804913,1.5812011852082624,1.679478,0.839739,High
uniswap-v3,ethereum,G-USDC,3.13972,3.13972,0.0,1577020.0,788510.0,0.9936919200000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.804971,1.57482706756418,1.57702,0.78851,High
uniswap-v3,ethereum,USDC-USDT,3.08758,3.08758,0.0,1100126.0,550063.0,0.995599496,lp_pool,1.0,0.9,2025-09-27 11:56:28.805279,1.5471942171707183,1.100126,0.550063,High
silo-v2,ethereum,USDC,2.93946,2.93946,0.0,1676229.0,1592417.5499999998,0.993295084,other,1.0,0.9,2025-09-27 11:56:28.804919,1.4746737819175797,1.676229,1.5924175499999997,High
merkl,base,STEAKUSDC-USDC,2.58293,0.0,2.58293,57831351.0,28915675.5,0.768674596,lp_pool,1.0,0.9,2025-09-27 11:56:28.803225,1.4603760385553706,57.831351,28.9156755,High
merkl,ethereum,USDC-HYUSDC,2.87791,0.0,2.87791,4431075.0,2215537.5,0.9822757,lp_pool,1.0,0.9,2025-09-27 11:56:28.804249,1.451821257759453,4.431075,2.2155375,High
merkl,ethereum,SPC-USDC,2.84697,0.0,2.84697,7258065.0,3629032.5,0.9709677400000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.803927,1.4444528655755673,7.258065,3.6290325,High
uniswap-v3,base,USDC-LGCT,2.8668,2.8668,0.0,1429173.0,714586.5,0.994283308,lp_pool,1.0,0.9,2025-09-27 11:56:28.805055,1.437508897808014,1.429173,0.7145865,High
uniswap-v3,ethereum,USDC-CBBTC,2.82655,2.82655,0.0,2377780.0,1188890.0,0.99048888,lp_pool,1.0,0.9,2025-09-27 11:56:28.804649,1.4200280284911715,2.37778,1.18889,High
morpho-blue,ethereum,CRONOSUSDC,2.77111,2.25342,0.51769,10316735.0,3404522.5500000003,0.95873306,other,1.0,0.9,2025-09-27 11:56:28.803720,1.4147461216588646,10.316735,3.4045225500000003,High
aerodrome-slipstream,base,USDC-EUSD,2.80172,0.83488,1.96684,1369128.0,684564.0,0.994523488,lp_pool,1.0,0.9,2025-09-27 11:56:28.805087,1.4047064458535974,1.369128,0.684564,High
merkl,base,HYCSUSDC-USDC,2.7125,0.0,2.7125,3306445.0,1653222.5,0.98677422,lp_pool,1.0,0.9,2025-09-27 11:56:28.804422,1.3652784361174164,3.306445,1.6532225,High
curve-dex,ethereum,USDC-LVLUSD,2.7,2.7,0.0,3605601.0,1802800.5,0.985577596,stable_lp,1.0,0.9,2025-09-27 11:56:28.804369,1.3598058345537458,3.605601,1.8028005,High
silo-v2,ethereum,USDC,2.64228,2.64228,0.0,1004797.0,954557.1499999999,0.995980812,other,1.0,0.9,2025-09-27 11:56:28.805394,1.3238003011423738,1.004797,0.9545571499999999,High
uniswap-v3,ethereum,USDC-SPK,2.62981,2.62981,0.0,1233026.0,616513.0,0.995067896,lp_pool,1.0,0.9,2025-09-27 11:56:28.805171,1.3181556403532042,1.233026,0.616513,High
curve-dex,ethereum,RUSDY-USDC,2.58,2.58,0.0,7472261.0,3736130.5,0.9701109560000001,stable_lp,1.0,0.9,2025-09-27 11:56:28.803911,1.3095709112943992,7.472261,3.7361305,High
merkl,arbitrum,USDC-GTUSDCP,2.47832,0.0,2.47832,15523953.0,7761976.5,0.937904188,lp_pool,1.0,0.9,2025-09-27 11:56:28.803556,1.2788661149227054,15.523953,7.7619765,High
gearbox,ethereum,USDC,2.45256,2.45256,0.0,1840558.0,1748530.0999999999,0.992637768,other,1.0,0.9,2025-09-27 11:56:28.804861,1.230810757171195,1.840558,1.7485300999999998,High
merkl,arbitrum,USDC,1.96017,0.0,1.96017,131697092.0,125112237.39999999,0.6,other,1.0,0.9,2025-09-27 11:56:28.803082,1.2251062499999998,131.697092,125.1122374,High
curve-dex,ethereum,OUSD-USDC,2.3357,0.04,2.2957,4922274.0,2461137.0,0.980310904,stable_lp,1.0,0.9,2025-09-27 11:56:28.804183,1.1794612630179206,4.922274,2.461137,High
camelot-v3,arbitrum,USDC-USDC,2.24572,2.24572,0.0,1174477.0,587238.5,0.995302092,lp_pool,1.0,0.9,2025-09-27 11:56:28.805213,1.1255037565509654,1.174477,0.5872385,High
gammaswap,arbitrum,WETH-USDC,2.14556,2.14556,0.0,5302067.0,2651033.5,0.978791732,lp_pool,1.0,0.9,2025-09-27 11:56:28.804118,1.0842778273747105,5.302067,2.6510335,High
fluid-dex,arbitrum,USDC-USD₮0,2.05133,2.05133,0.0,20380977.0,10190488.5,0.918476092,lp_pool,1.0,0.9,2025-09-27 11:56:28.803457,1.0692497073870233,20.380977,10.1904885,High
silo-v2,ethereum,USDC,2.10537,2.10537,0.0,1088582.0,1034152.8999999999,0.995645672,other,1.0,0.9,2025-09-27 11:56:28.805306,1.0549818685448487,1.088582,1.0341528999999998,High
fluid-dex,ethereum,GHO-USDC,1.84411,1.84411,0.0,56854346.0,28427173.0,0.772582616,lp_pool,1.0,0.9,2025-09-27 11:56:28.803235,1.0403520734968101,56.854346,28.427173,High
merkl,ethereum,USDC,1.94206,0.0,1.94206,4556183.0,4328373.85,0.981775268,other,1.0,0.9,2025-09-27 11:56:28.804230,0.979959751924808,4.556183,4.328373849999999,High
aura,ethereum,USDC-STG,1.90908,1.90908,0.0,5763486.0,2881743.0,0.9769460560000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.804059,0.9656712656402396,5.763486,2.881743,High
aerodrome-slipstream,base,USDC-GHST,1.90363,1.90363,0.0,1748822.0,874411.0,0.9930047120000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.804896,0.9551557949352203,1.748822,0.874411,High
compound-v2,ethereum,USDC,1.84042,1.84042,0.0,13606438.0,12926116.1,0.945574248,lending,1.0,0.9,2025-09-27 11:56:28.803595,0.9459520765614081,13.606438,12.9261161,High
balancer-v2,ethereum,USDC-STG,1.82927,1.25749,0.57178,5851402.0,2925701.0,0.976594392,lp_pool,1.0,0.9,2025-09-27 11:56:28.804051,0.9254655418449654,5.851402,2.925701,High
curve-dex,ethereum,USDL-USDC,1.71,1.71,0.0,9913826.0,4956913.0,0.9603446959999999,stable_lp,1.0,0.9,2025-09-27 11:56:28.803757,0.8722955730638506,9.913826,4.956913,High
camelot-v3,arbitrum,USDC-USDT,1.68302,1.68302,0.0,1678851.0,839425.5,0.9932845960000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.804916,0.8443450590936087,1.678851,0.8394255,High
merkl,arbitrum,USDC,1.33847,0.0,1.33847,99552387.0,94574767.64999999,0.6017904519999999,other,1.0,0.9,2025-09-27 11:56:28.803127,0.8356086767334533,99.552387,94.57476764999998,High
fluid-dex,ethereum,WSTUSR-USDC,1.51552,1.51552,0.0,32568205.0,16284102.5,0.8697271799999999,lp_pool,1.0,0.9,2025-09-27 11:56:28.803354,0.8105567572697959,32.568205,16.2841025,High
merkl,base,COUSDC,1.57428,0.0,1.57428,4795652.0,1582565.1600000001,0.9808173920000001,other,1.0,0.9,2025-09-27 11:56:28.804209,0.7947628117352474,4.795652,1.5825651600000001,High
fluid-dex,arbitrum,SYRUPUSDC-USDC,1.53235,1.53235,0.0,12372018.0,6186009.0,0.9505119280000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.803635,0.7856142677226428,12.372018,6.186009,High
pancakeswap-amm-v3,ethereum,USDC-WETH,1.51903,1.51903,0.0,1002775.0,501387.5,0.9959889,lp_pool,1.0,0.9,2025-09-27 11:56:28.805404,0.7610413063920346,1.002775,0.5013875,High
merkl,arbitrum,USDC,1.21341,0.0,1.21341,109811969.0,104321370.55,0.6,other,1.0,0.9,2025-09-27 11:56:28.803104,0.75838125,109.811969,104.32137055,High
fluid-dex,arbitrum,USDAI-USDC,1.44427,1.44427,0.0,18459748.0,9229874.0,0.926161008,lp_pool,1.0,0.9,2025-09-27 11:56:28.803496,0.7498178989199017,18.459748,9.229874,High
balancer-v3,ethereum,AUSDC-USP,1.47594,1.47594,0.0,1059995.0,529997.5,0.9957600200000001,lp_pool,1.0,0.9,2025-09-27 11:56:28.805334,0.7395378127676894,1.059995,0.5299975,High
uniswap-v3,ethereum,USDC-XUSD,1.45868,1.45868,0.0,1014002.0,507001.0,0.995943992,lp_pool,1.0,0.9,2025-09-27 11:56:28.805382,0.7308221101626984,1.014002,0.507001,High
convex-finance,ethereum,USDC-FXUSD,1.3277,1.27,0.0577,17872021.0,8936010.5,0.9285119159999999,lp_pool,1.0,0.9,2025-09-27 11:56:28.803511,0.6884582817376795,17.872021,8.9360105,High
curve-dex,ethereum,USDC-FXUSD,1.30833,1.27,0.03833,17872236.0,8936118.0,0.9285110560000001,stable_lp,1.0,0.9,2025-09-27 11:56:28.803508,0.6784145706240639,17.872236,8.936118,High
merkl,base,USDC-MWUSDC,1.18217,0.0,1.18217,59077713.0,29538856.5,0.763689148,lp_pool,1.0,0.9,2025-09-27 11:56:28.803205,0.6702825162475853,59.077713,29.5388565,High
merkl,base,SMUSDC-USDC,1.14173,0.0,1.14173,58006822.0,29003411.0,0.767972712,lp_pool,1.0,0.9,2025-09-27 11:56:28.803222,0.6457848541725683,58.006822,29.003411,High
uniswap-v3,ethereum,USDC-MUSD,1.2551,1.2551,0.0,1386519.0,693259.5,0.994453924,lp_pool,1.0,0.9,2025-09-27 11:56:28.805075,0.6292950591121302,1.386519,0.6932595,High
merkl,base,EXMUSDC-USDC,1.2196,0.0,1.2196,6890933.0,3445466.5,0.972436268,lp_pool,1.0,0.9,2025-09-27 11:56:28.803958,0.6183216257915615,6.890933,3.4454665,High
aave-v2,ethereum,USDC,1.12844,1.12844,0.0,16773904.0,15935208.799999999,0.932904384,lending,1.0,0.9,2025-09-27 11:56:28.803531,0.5838053911724173,16.773904,15.935208799999998,High
curve-dex,ethereum,USD0-USDC,1.04,1.04,0.0,9382683.0,4691341.5,0.962469268,stable_lp,1.0,0.9,2025-09-27 11:56:28.803772,0.5299446044624634,9.382683,4.6913415,High
curve-dex,ethereum,ADAI-AUSDC-AUSDT,1.0,1.0,0.0,10698750.0,5349375.0,0.957205,stable_lp,1.0,0.9,2025-09-27 11:56:28.803700,0.5109326820644746,10.69875,5.349375,High
uniswap-v3,ethereum,USDC-EIGEN,1.00561,1.00561,0.0,4493684.0,2246842.0,0.982025264,lp_pool,1.0,0.9,2025-09-27 11:56:28.804241,0.5073648748404651,4.493684,2.246842,High
